property,n_samples,n_splits,smooth_mae_cv,smooth_bic,constraint_mae_cv,constraint_bic
first_ionization_energy_ev,104,5,1.9311498988018703,262.5939448706919,1.009926933894161,86.74891571123037
pauling_en,100,5,0.3826950116264077,-77.87432594270497,0.18604083484050576,-209.73065422082655
electron_affinity_ev,110,5,0.8043169840118896,40.10718973412948,0.45576018280417346,-7.817006397961023
melting_point_k,107,5,557.9043491456644,1427.0996079615493,338.9175680415649,1418.3220803819463
boiling_point_k,105,5,1218.4718952581757,1560.51385392518,694.3783704782425,1525.0269982903512
